Squad,Comp,Player,Nation,Pos,Age,Born,MP,Minutes_Played,Mn_per_MP,Mins_Per_90,Starts,PPM_Team.Success,onG_Team.Success,onGA_Team.Success,plus_per__minus__Team.Success,Goals,Assists,GoalsAssistsCombined,NonPKG,PK,PKatt,CrdY,CrdR,xG,xAG,npxG+xAG,PrgC,PrgP,Gls_Per90,Ast_Per90,G+A_Per90,G_minus_PK_Per,G+A_minus_PK_Per,xG_Per,xAG_Per,xG+xAG_Per,Shots,Shots_on_Target,SoT_percent,G_per_Sh,G_per_SoT,Avg_Shot_Dist,FK_Standard,G_minus_xG_Expected,np:G_minus_xG_Expected,Passes_Completed,Passes_Attempted,Passes_Cmp_percent,PrgDist_Total,Passes_Cmp_Short,Passes_Att_Short,Passes_Cmp_percent_Short,Passes_Cmp_Medium,Passes_Att_Medium,Passes_Cmp_percent_Medium,Passes_Cmp_Long,Passes_Att_Long,Passes_Cmp_percent_Long,xA_Expected,A_minus_xAG_Expected,Key_Passes,Final_Third,PPA,CrsPA,TB_Pass,Crs_Pass,Offside_Passes,Blocked_Passes,Shot_Creating_Actions,SCA_90,TakeOnTo_Shot,FoulTo_Shot,DefAction_Shot,GoalCreatingAction,GCA90,TakeOn_Goal,Fld_Goal,DefAction_Goal,Tackles,Tackles_Won,Def_3rd_Tackles,Mid_3rd_Tackles,Att_3rd_Tackles,Tkl_percent_won,Lost_Challenges,Blocks,Sh_Blocked,Passes_Blocked,Interceptions,Clearances,ErrorsLead_ToShot,Att_Take,Succ_Take,Succ_percent_Take,Tkld_Take,Tkld_percent_Take,TotDist_Carries,PrgDist_Carries,Miscontrolls,Dispossessed,2CrdY,Fouls_Comitted,Fouls_Drawn,Offsides,Crosses,PK_Won,PK_Conceded,Own_Goals,Loose_Ball_Recoveries,Won_Aerial,Lost_Aerial,Won_percent_Aerial,Goals_Against_GK,SoT_Against_GK,Saves_GK,Save_percent_GK,Clean_Sheets_GK,CS_percent_GK,PK_Faced_GK,PK_Allowed_GK,PK_Saved_GK,PK_Missed_GK,Save_percent_Penalty_GK,FK_Goals_GK,CornerKick_Goals_GK,OG_GK,PSxG_GK,PSxG_per_SoT_GK,PSxG+_per_minus_GK,LaunchedPassesCompleted_GK,LaunchedAttempted_GK,Cmp_percent_Launched_GK,Att_Passes_GK,Throws_GK,Launch_percent_Passes_GK,AvgLen_Passes_GK,Att_Goal_Kicks_GK,AvgLen_GoalKick_GK,CrossesFaced_GK,CrossedStopped_GK,CrossedStopped_Perc_GK,OPA_Sweeper_GK,OPA_per_90_Sweeper_GK,AvgDist_Sweeper_GK
Celta Vigo,La Liga,Miguel Baeza,ESP,MF,22,2000,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celta Vigo,La Liga,Barcia,ESP,DF,21,2000,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celta Vigo,La Liga,Fran Beltrán,ESP,MF,23,1999,36,2855,79,31.7,33,1.17,35,44,-9,0,2,2,0,0,0,4,0,0.9,1.7,2.6,27,138,0,0.06,0.06,0,0.06,0.03,0.05,0.08,24,2,8.3,0,0,27.3,0,-0.9,-0.9,1604,1816,88.3,6589,658,716,91.9,743,808,92,164,221,74.2,2.5,0.3,24,136,12,4,0,51,2,19,66,2.08,0,0,2,4,0.13,0,0,1,34,22,15,14,5,25.5,41,29,5,24,53,35,2,22,16,72.7,6,27.3,6158,2685,26,17,0,26,16,2,51,0,1,0,196,18,48,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celta Vigo,La Liga,Coke Carrillo,ESP,GK,20,2002,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celta Vigo,La Liga,Franco Cervi,ARG,"MF,DF",28,1994,36,1894,53,21,21,1.11,19,37,-18,0,4,4,0,0,0,2,1,2.3,2.7,5.1,45,69,0,0.19,0.19,0,0.19,0.11,0.13,0.24,23,6,26.1,0,0,19.4,0,-2.3,-2.3,620,874,70.9,3007,348,410,84.9,207,272,76.1,44,109,40.4,2.9,1.3,27,49,26,9,1,113,4,30,61,2.9,3,4,0,5,0.24,0,0,0,76,46,29,36,11,50,33,33,1,32,36,16,0,51,21,41.2,22,43.1,3430,1526,30,16,0,27,42,2,113,0,0,0,145,12,25,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celta Vigo,La Liga,Martín Conde,ESP,DF,19,2003,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celta Vigo,La Liga,Carlos Dominguez,ESP,DF,21,2001,3,108,36,1.2,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.02,0,0.02,1,1,100,0,0,21.5,0,0,0,28,34,82.4,222,14,16,87.5,12,12,100,2,5,40,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,50,1,1,1,0,0,7,0,1,1,100,0,0,91,30,0,1,0,0,0,0,0,0,0,0,9,1,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celta Vigo,La Liga,Javier Dominguez,ESP,DF,21,2001,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celta Vigo,La Liga,Pablo Durán,ESP,"MF,DF",21,2001,4,36,9,0.4,0,0.5,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,14,21,66.7,13,10,14,71.4,3,4,75,1,3,33.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1,1,1,2,0,3,1,33.3,2,66.7,54,5,0,0,0,1,0,1,1,0,0,0,3,1,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celta Vigo,La Liga,Javi Galán,ESP,DF,27,1994,37,3160,85,35.1,36,1.16,42,49,-7,0,3,3,0,0,0,6,0,0.6,4.1,4.6,141,125,0,0.09,0.09,0,0.09,0.02,0.12,0.13,13,1,7.7,0,0,22.4,0,-0.6,-0.6,1577,2039,77.3,8515,750,845,88.8,655,791,82.8,143,293,48.8,4.2,-1.1,52,76,56,28,2,162,12,47,93,2.65,4,2,2,4,0.11,0,0,1,104,72,60,40,4,49,50,54,5,49,41,63,1,154,72,46.8,61,39.6,9172,5506,64,41,0,50,73,8,162,0,1,0,211,33,24,57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celta Vigo,La Liga,Christian Joel,CUB,GK,23,1999,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celta Vigo,La Liga,Luca de la Torre,USA,MF,24,1998,28,1481,53,16.5,16,1.32,22,17,5,0,2,2,0,0,0,6,0,1.1,1.3,2.4,55,62,0,0.12,0.12,0,0.12,0.06,0.08,0.15,17,3,17.6,0,0,19.7,0,-1.1,-1.1,510,613,83.2,1296,304,327,93,167,191,87.4,21,39,53.8,1.3,0.7,13,51,7,2,2,21,8,19,35,2.12,1,2,0,5,0.3,0,0,0,28,19,11,14,3,37.5,20,22,1,21,9,6,0,21,12,57.1,8,38.1,3249,1568,32,12,0,33,12,4,21,0,0,0,98,5,23,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celta Vigo,La Liga,Francisco Lopez,ESP,FW,20,2002,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celta Vigo,La Liga,Hugo Mallo,ESP,DF,31,1991,26,2163,83,24,26,1.12,27,34,-7,0,1,1,0,0,0,6,1,1.4,2.6,3.9,27,93,0,0.04,0.04,0,0.04,0.06,0.11,0.16,19,7,36.8,0,0,13,0,-1.4,-1.4,1094,1427,76.7,7399,521,578,90.1,467,588,79.4,78,173,45.1,2.6,-1.6,20,89,23,11,1,67,6,29,50,2.08,1,1,0,6,0.25,0,0,0,53,29,34,14,5,66.7,14,28,7,21,24,73,0,17,5,29.4,9,52.9,3500,1784,19,7,1,44,23,6,67,0,1,0,124,52,46,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celta Vigo,La Liga,Agustín Marchesín,ARG,GK,34,1988,19,1710,90,19,19,1.05,18,29,-11,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,449,635,70.7,9202,81,81,100,206,212,97.2,161,337,47.8,0,0,0,6,0,0,0,0,4,0,2,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,,0,,1729,1123,0,0,0,0,4,0,0,0,0,0,22,3,0,100,29,72,42,62.5,6,31.6,4,2,2,0,50,1,4,1,20.7,0.24,-7.3,103,267,38.6,500,75,39.8,35.3,131,42.9,253,14,5.5,25,1.32,18.1
Celta Vigo,La Liga,Fernando Medrano,ESP,DF,22,2000,1,13,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,3,3,100,39,1,1,100,2,2,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,100,0,0,0,0,1,1,0,0,0,,0,,34,9,0,0,0,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celta Vigo,La Liga,Óscar Mingueza,ESP,DF,23,1999,21,1284,61,14.3,13,1.14,15,20,-5,0,0,0,0,0,0,2,0,0.4,1.4,1.7,24,69,0,0,0,0,0,0.03,0.1,0.12,5,0,0,0,,12.1,0,-0.4,-0.4,721,908,79.4,4925,370,408,90.7,285,338,84.3,58,126,46,1.3,-1.4,11,70,13,4,3,29,3,15,24,1.68,0,0,0,0,0,0,0,0,37,21,27,9,1,78.1,7,10,4,6,12,25,0,28,14,50,7,25,3238,1751,18,11,0,19,8,1,29,0,2,0,90,8,8,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celta Vigo,La Liga,Unai Núñez,ESP,DF,25,1997,36,3151,88,35,35,1.19,41,48,-7,0,0,0,0,0,0,8,0,1.2,0.1,1.3,31,146,0,0,0,0,0,0.03,0,0.04,15,5,33.3,0,0,14.4,0,-1.2,-1.2,1744,2023,86.2,12950,501,553,90.6,1032,1124,91.8,203,316,64.2,0.4,-0.1,5,131,2,1,0,3,3,11,19,0.54,1,0,1,2,0.06,0,0,0,47,35,29,15,3,52.9,16,27,17,10,72,135,1,13,11,84.6,2,15.4,8027,4468,17,2,0,25,31,1,3,0,0,1,205,70,53,56.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celta Vigo,La Liga,Gonçalo Paciência,POR,"FW,MF",27,1994,25,662,26,7.4,5,0.92,7,7,0,2,0,2,2,0,0,2,1,1.9,0.6,2.5,7,11,0.27,0,0.27,0.27,0.27,0.26,0.08,0.33,30,10,33.3,0.07,0.2,17.2,1,0.1,0.1,98,168,58.3,391,55,85,64.7,31,48,64.6,10,20,50,0.5,-0.6,6,10,5,2,1,6,1,8,18,2.45,1,3,0,3,0.41,0,0,0,8,5,0,5,3,28.6,5,9,1,8,0,4,0,22,6,27.3,13,59.1,692,225,42,14,0,19,17,0,6,0,0,0,20,29,23,55.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celta Vigo,La Liga,Carles Pérez,ESP,"MF,FW",24,1998,35,2144,61,23.8,23,1.14,26,26,0,3,5,8,3,0,0,5,0,2.7,2,4.7,93,66,0.13,0.21,0.34,0.13,0.34,0.12,0.08,0.2,54,20,37,0.06,0.15,21.8,0,0.3,0.3,564,689,81.9,1735,291,330,88.2,218,259,84.2,36,61,59,1.7,3,23,33,19,3,4,36,2,12,68,2.85,12,5,0,9,0.38,2,1,0,39,23,12,17,10,33.3,44,29,3,26,6,9,0,110,44,40,52,47.3,5637,2923,56,28,0,35,37,9,36,1,0,0,110,6,40,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celta Vigo,La Liga,Óscar Rodríguez Arnaiz,ESP,MF,24,1998,33,1775,54,19.7,19,1.18,25,31,-6,2,0,2,2,0,0,6,0,3.6,2.2,5.9,29,118,0.1,0,0.1,0.1,0.1,0.18,0.11,0.3,43,17,39.5,0.05,0.12,24.6,10,-1.6,-1.6,833,1057,78.8,4087,431,477,90.4,294,363,81,82,159,51.6,2.1,-2.2,24,113,11,2,5,83,4,12,58,2.94,2,0,0,2,0.1,0,0,0,32,25,12,15,5,46.4,15,16,2,14,24,15,0,26,11,42.3,13,50,3192,1330,24,15,0,22,26,2,83,0,1,0,115,11,20,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celta Vigo,La Liga,Miguel Rodríguez,ESP,"MF,FW",19,2003,7,252,36,2.8,3,0.71,5,4,1,1,1,2,1,0,0,0,0,0.2,0.1,0.3,10,6,0.36,0.36,0.71,0.36,0.71,0.07,0.05,0.12,3,2,66.7,0.33,0.5,18.8,0,0.8,0.8,60,91,65.9,245,32,43,74.4,21,28,75,6,14,42.9,0.5,0.9,1,4,5,3,0,13,0,5,7,2.5,0,0,0,2,0.71,0,0,0,7,5,4,3,0,36.4,7,6,0,6,1,3,0,13,3,23.1,6,46.2,520,298,6,4,0,6,8,1,13,0,0,0,16,1,8,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celta Vigo,La Liga,Ruly,ESP,GK,22,2000,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celta Vigo,La Liga,Haris Seferović,SUI,FW,30,1992,18,887,49,9.9,10,1.11,14,11,3,3,1,4,3,0,0,3,0,1.8,0.5,2.3,12,17,0.3,0.1,0.41,0.3,0.41,0.19,0.05,0.24,13,7,53.8,0.23,0.43,11,0,1.2,1.2,134,218,61.5,367,74,107,69.2,40,66,60.6,7,19,36.8,0.6,0.5,6,11,4,0,4,21,1,8,17,1.73,2,2,0,3,0.31,1,0,0,6,3,1,4,1,37.5,5,7,1,6,1,6,1,16,8,50,7,43.8,641,290,15,7,0,4,7,14,21,0,0,0,24,19,19,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celta Vigo,La Liga,Augusto Solari,ARG,MF,30,1992,12,262,22,2.9,3,1.92,5,3,2,0,1,1,0,0,0,0,0,0.3,0.2,0.5,5,12,0,0.34,0.34,0,0.34,0.09,0.07,0.16,2,0,0,0,,14.4,0,-0.3,-0.3,94,125,75.2,362,53,60,88.3,33,40,82.5,5,13,38.5,0.3,0.8,4,9,2,0,0,3,2,4,6,2.05,0,0,0,2,0.68,0,0,0,10,6,6,3,1,27.3,8,5,0,5,4,3,0,5,1,20,3,60,337,155,2,4,0,9,4,0,3,0,0,0,18,4,3,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celta Vigo,La Liga,Hugo Sotelo,ESP,MF,18,2003,1,17,17,0.2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.2,0,0.2,1,0,0,0,,20.8,0,0,0,20,23,87,86,11,12,91.7,9,9,100,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,52,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celta Vigo,La Liga,Jørgen Strand Larsen,NOR,FW,22,2000,32,1705,53,18.9,20,1.09,25,32,-7,4,4,8,4,0,0,4,0,5.6,2,7.6,17,14,0.21,0.21,0.42,0.21,0.42,0.3,0.11,0.4,41,15,36.6,0.1,0.27,12.6,0,-1.6,-1.6,232,339,68.4,423,139,192,72.4,53,80,66.3,12,19,63.2,1.1,2,12,14,3,1,0,4,2,3,29,1.53,1,4,1,7,0.37,1,0,0,15,7,3,5,7,23.3,23,14,5,9,3,24,0,31,14,45.2,15,48.4,1327,460,74,24,0,34,43,13,4,1,0,0,42,42,47,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celta Vigo,La Liga,Williot Swedberg,SWE,MF,18,2004,4,55,14,0.6,0,0.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,14,17,82.4,50,8,10,80,4,5,80,0,0,,0.1,0,0,1,2,0,0,0,0,0,1,1.64,0,0,0,0,0,0,0,0,3,1,1,0,2,,0,2,0,2,0,1,0,2,1,50,1,50,91,66,1,0,0,1,1,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celta Vigo,La Liga,Renato Tapia,PER,"MF,DF",27,1995,28,1451,52,16.1,16,1.14,10,28,-18,0,0,0,0,0,0,8,1,1,1.1,2,12,68,0,0,0,0,0,0.06,0.07,0.13,15,3,20,0,0,19.3,1,-1,-1,687,811,84.7,3634,256,283,90.5,321,352,91.2,99,153,64.7,0.8,-1.1,9,63,7,1,0,11,3,4,24,1.49,2,0,2,0,0,0,0,0,47,25,21,21,5,48.6,19,29,11,18,19,37,0,19,11,57.9,7,36.8,2624,1231,11,14,1,29,16,0,11,0,1,0,80,26,18,59.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celta Vigo,La Liga,Kevin Vázquez,ESP,"DF,MF",29,1993,10,441,44,4.9,6,1.4,4,8,-4,0,0,0,0,0,0,2,0,0,0.1,0.1,5,13,0,0,0,0,0,0,0.02,0.02,0,0,,,,,0,0,0,173,234,73.9,1149,101,115,87.8,57,80,71.3,10,23,43.5,0.2,-0.1,2,16,4,2,0,7,0,10,5,1.02,0,0,0,0,0,0,0,0,13,8,5,7,1,66.7,4,4,1,3,2,8,0,2,2,100,0,0,533,296,1,4,0,8,5,1,7,0,0,0,28,2,6,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celta Vigo,La Liga,Gabriel Veiga,ESP,MF,20,2002,36,2294,64,25.5,28,1.17,29,30,-1,11,4,15,11,0,0,6,1,6.1,2.6,8.7,68,109,0.43,0.16,0.59,0.43,0.59,0.24,0.1,0.34,62,29,46.8,0.18,0.38,19.8,0,4.9,4.9,552,742,74.4,2937,285,354,80.5,200,261,76.6,47,73,64.4,2.9,1.4,28,79,22,2,6,27,6,17,80,3.14,10,5,1,8,0.31,2,0,0,43,19,14,25,4,30.8,36,30,3,27,21,6,0,75,39,52,34,45.3,4140,2381,64,22,0,42,41,4,27,0,0,0,132,19,17,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celta Vigo,La Liga,Iván Villar,ESP,GK,25,1997,19,1710,90,19,19,1.21,25,24,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,414,599,69.1,8420,65,67,97,227,233,97.4,122,292,41.8,0,0,1,6,0,0,0,0,7,0,5,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,,0,,1495,898,0,0,0,0,2,0,0,0,0,0,23,2,1,66.7,24,62,38,66.1,4,21.1,4,3,0,1,0,0,6,0,22.2,0.31,-1.8,81,239,33.9,435,96,34.7,33.8,157,44.8,256,8,3.1,14,0.74,14.2
Chelsea,Premier League,Ethan Ampadu,WAL,"DF,MF",21,2000,0,,,,0,,,,,0,1,1,0,0,0,10,1,1.1,1.1,2.2,28,125,0,0.03,0.03,0,0.03,0.04,0.04,0.07,16,5,31.3,0,0,18.1,0,-1.1,-1.1,1254,1548,81,9527,474,538,88.1,631,707,89.3,134,253,53,0.9,-0.1,13,106,14,4,3,11,6,20,40,1.36,0,2,1,4,0.14,0,0,0,66,37,33,28,5,41.5,24,48,23,25,36,98,0,12,9,75,1,8.3,5907,3014,18,7,1,44,20,1,11,0,2,0,203,61,40,60.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelsea,Premier League,Kepa Arrizabalaga,ESP,GK,27,1994,29,2565,88,28.5,29,1.14,27,33,-6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,871,1046,83.3,11448,287,289,99.3,390,395,98.7,190,357,53.2,0,0,0,6,0,0,0,0,0,1,1,0.04,0,0,0,0,0,0,0,0,2,2,2,0,0,66.7,1,0,0,0,1,16,2,1,1,100,0,0,2894,1683,1,0,0,0,8,0,0,0,0,0,42,11,1,91.7,33,120,90,73.3,9,31,1,1,0,0,0,1,4,3,35,0.29,5,68,213,31.9,864,151,17.1,26.3,182,31.5,332,15,4.5,52,1.82,16.9
Chelsea,Premier League,César Azpilicueta,ESP,DF,32,1989,25,1527,61,17,16,1.12,17,21,-4,0,0,0,0,0,0,3,0,0.4,1.1,1.5,23,71,0,0,0,0,0,0.02,0.07,0.09,9,1,11.1,0,0,18.2,0,-0.4,-0.4,872,1065,81.9,4354,501,538,93.1,337,414,81.4,21,74,28.4,1.3,-1.1,12,40,19,5,0,26,3,14,25,1.47,0,0,0,1,0.06,0,0,0,43,25,23,15,5,59.5,15,26,5,21,19,54,1,13,7,53.8,5,38.5,2691,1573,12,5,0,27,7,2,26,0,0,1,59,29,19,60.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelsea,Premier League,Benoît Badiashile,FRA,DF,21,2001,11,905,82,10.1,10,1.55,11,9,2,1,0,1,1,0,0,2,0,1.2,0.5,1.6,11,56,0.1,0,0.1,0.1,0.1,0.12,0.05,0.16,6,2,33.3,0.17,0.5,7.2,0,-0.2,-0.2,769,860,89.4,5150,284,315,90.2,419,448,93.5,58,83,69.9,0.2,-0.5,3,47,5,0,1,2,1,4,12,1.19,0,0,1,0,0,0,0,0,14,8,10,4,0,64.3,5,5,2,3,16,34,1,3,1,33.3,2,66.7,3020,1774,2,3,0,9,6,0,2,0,0,0,76,35,14,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelsea,Premier League,Marcus Bettinelli,ENG,GK,30,1992,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelsea,Premier League,Armando Broja,ALB,FW,20,2001,12,294,25,3.3,2,1.5,5,5,0,1,0,1,1,0,0,0,0,0.8,0.1,0.9,8,4,0.31,0,0.31,0.31,0.31,0.26,0.02,0.27,6,5,83.3,0.17,0.2,11,0,0.2,0.2,33,53,62.3,54,21,33,63.6,9,15,60,2,3,66.7,0.1,-0.1,1,1,1,0,0,0,0,0,4,1.22,0,2,0,2,0.61,0,1,0,4,1,0,3,1,100,0,10,1,9,1,1,0,15,8,53.3,5,33.3,399,199,15,9,0,2,6,3,0,1,0,0,15,9,21,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelsea,Premier League,Trevoh Chalobah,ENG,DF,23,1999,25,1608,64,17.9,18,1.2,20,24,-4,0,0,0,0,0,0,4,0,0.9,0.3,1.2,17,71,0,0,0,0,0,0.05,0.02,0.06,9,2,22.2,0,0,9.6,0,-0.9,-0.9,1051,1200,87.6,5316,419,467,89.7,551,594,92.8,70,107,65.4,0.3,-0.3,4,64,3,1,0,13,2,11,16,0.9,1,2,0,3,0.17,0,0,0,31,20,22,6,3,68.6,11,17,7,10,24,56,1,10,8,80,1,10,2679,1393,6,5,0,11,8,0,13,0,0,1,86,31,32,49.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelsea,Premier League,Ben Chilwell,ENG,"DF,MF",25,1996,23,1408,61,15.6,15,1.26,16,19,-3,2,2,4,2,0,0,3,0,1.4,2.2,3.7,43,41,0.13,0.13,0.26,0.13,0.26,0.09,0.14,0.23,16,4,25,0.13,0.5,16.1,0,0.6,0.6,762,977,78,3238,469,507,92.5,223,284,78.5,42,123,34.1,2.4,-0.2,21,42,10,7,2,92,5,18,39,2.49,0,2,0,4,0.26,0,1,0,21,17,12,8,1,52,12,21,2,19,18,26,0,23,8,34.8,12,52.2,3401,1852,25,18,0,13,23,3,92,1,0,0,68,25,20,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelsea,Premier League,Carney Chukwuemeka,ENG,"MF,FW",18,2003,14,354,25,3.9,2,1.29,2,7,-5,0,0,0,0,0,0,0,0,0.4,0.6,1,21,23,0,0,0,0,0,0.1,0.16,0.26,5,1,20,0,0,17.2,0,-0.4,-0.4,179,203,88.2,502,126,140,90,33,37,89.2,8,8,100,0.6,-0.6,8,11,7,2,0,3,0,6,16,4.07,0,0,2,0,0,0,0,0,13,7,7,6,0,60,2,7,0,7,6,1,0,11,6,54.5,5,45.5,1165,718,11,3,0,2,5,1,3,0,0,0,22,1,6,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelsea,Premier League,Marc Cucurella,ESP,DF,24,1998,24,1671,70,18.6,21,1.21,17,20,-3,0,2,2,0,0,0,4,0,0.4,0.6,1,30,73,0,0.11,0.11,0,0.11,0.02,0.03,0.06,7,0,0,0,,19.7,0,-0.4,-0.4,1090,1293,84.3,5116,600,647,92.7,396,453,87.4,59,110,53.6,0.9,1.4,11,77,12,6,0,44,8,26,27,1.46,0,0,0,3,0.16,0,0,0,66,33,40,15,11,50,30,28,8,20,16,48,1,14,5,35.7,6,42.9,3205,1797,14,6,0,16,21,1,44,0,0,0,120,16,13,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelsea,Premier League,David Datro Fofana,CIV,FW,19,2002,3,70,23,0.8,1,0.33,1,1,0,0,0,0,0,0,0,0,0,0.2,0.1,0.4,2,2,0,0,0,0,0,0.31,0.17,0.47,3,1,33.3,0,0,19.1,0,-0.2,-0.2,7,9,77.8,82,4,5,80,2,2,100,1,1,100,0.1,-0.1,3,0,2,0,1,1,0,0,6,7.71,4,0,0,0,0,0,0,0,3,1,1,1,1,100,0,1,0,1,0,0,0,8,5,62.5,2,25,119,45,9,3,0,3,3,1,1,0,0,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
